year,sentence_id,actor,predicate,negotiation_point,predicate_type
2002,607,UK,introduced,a resolution expressing gratitude to the Government of India (FCCC/CP/2002/ L.,support
2002,607,UK,introduced,a resolution,support
2002,607,INDIA,adopted,a resolution expressing gratitude to the Government of India (FCCC/CP/2002/ L.,support
2002,626,USA,reportedly supported,the G-77/China position,support
2002,627,NIGERIA,received a heartfelt expression of grat- itude,a heartfelt expression of grat- itude,other
2002,631,G-77/CHINA,refused to negotiate,after a time,opposition
2002,643,G-77/CHINA,cast mitigation exclusively in terms of the implementation of existing commitments,implementation of existing commitments,support
2002,645,AUSTRALIA,introduced,a new dichotomy into the climate change negotiations last year by behaving as if the Protocol is somehow antithetical to the goals of the UNFCCC,support
2002,645,USA,introduced,a new dichotomy into the climate change negotiations last year by behaving as if the Protocol is somehow antithetical to the goals of the UNFCCC,support
2002,646,USA,reputation of the Protocol,Protocol,other
2002,648,CANADA,proposal by Canada,cleaner energy would have given it assigned amount units for the environmental benefit created by its exports to the US of cleaner energy,support
2002,650,USA,objected,a new Canadian proposal,opposition
2002,650,CANADA,proposal,a new Canadian proposal,support
2002,651,USA,objected to,stem discussion on adverse effects,opposition
2002,654,CANADA,gave no indication that this would dampen the Prime Minister’s resolve to ratify the Protocol,dampen the Prime Minister’s resolve to ratify the Protocol,other
2002,665,COP-8,can hardly be considered an overall success,COP-8,other
2002,678,ITALIA,will be held in Rome,SIXTH CONFERENCE OF THE PARTIES TO THE VIENNA CONVENTION AND 14TH MEETING OF THE PARTIES TO THE MONTREAL PROTOCOL: COP-6 and MOP-14,other
2002,691,RUSSIA,will be held in Moscow,This conference,other
2003,3,USA,are,The Sustaining Donors of the Bulletin,other
2003,79,MOROCCO,Available,Morocco,other
2003,80,ZIMBABWE,Available,Zimbabwe,other
2003,81,ITALIA,Available,Italy,other
2003,83,PAKISTAN,said,work at COP-9 must focus on capacity building,support
2003,84,LDCs,Highlighting the vulnerability of,LDCs,other
2003,92,ICELAND,was chaired by,SUBSIDIARY BODY FOR SCIENTIFIC AND TECHNOLOGICAL ADVICE (SBSTA),other
2003,94,BAHAMAS,elected,Arthur Rolle as Vice-Chair of SBSTA,support
2003,96,MALAYSIA,Available,Malaysia,other
2003,97,EUROPEAN UNION,said,SBSTA should use a wide range of approaches and methodologies,support
2003,98,JAPAN,said,the process should be based on a step-wise approach,support
2003,102,G-77/CHINA,Opposing,the G-77/China,opposition
2003,102,CHINA,Opposing,the G-77/China,opposition
2003,106,G-77/CHINA,Available,The G-77/China,other
2003,107,CHINA,Available,,other
2003,108,G-77/CHINA,Available,The G-77/China,other
2003,111,RUSSIA,emphasized,"""scientific basis of a global nature""",support
2003,123,UK,requested,to co-chair a contact group to discuss these issues,support
2003,139,NEW ZEALAND,requested,to conduct informal consultations on the matter,support
2003,162,CANADA,Available,Available,other
2003,165,AUSTRALIA,expressed concern regarding,the singling out of GMOs,support
2003,166,EUROPEAN UNION,stressed,the text was balanced and reflected progress toward implementing the Protocol,support
2003,176,ZIMBABWE,said,Margaret Mukahanana-Sangarwe (Zimbabwe) and Audun Rosland (Norway) would co-chair a contact group to develop conclusions on the GPG,other
2003,176,NORWAY,said,Margaret Mukahanana-Sangarwe (Zimbabwe) and Audun Rosland (Norway) would co-chair a contact group to develop conclusions on the GPG,other
2003,180,G-77/CHINA,highlighted,factoring out,support
2003,180,EUROPEAN UNION,highlighted,factoring out,support
2003,184,AOSIS,raised concerns over,adopting the GPG without sufficient time for its examination,opposition
2003,186,EUROPEAN UNION,recommended,recording Tuvalu’s concerns in the meeting’s minutes instead of amending the draft conclusions,support
2003,201,USA,proposed,accounting for exports and imports separately,support
2003,216,GHANA,Available,William Kojo Agye- mang-Bonsu,other
2003,217,TRINIDAD AND TOBAGO,requested,co-chair a contact group on the EGTT’s programme of work and related issues,support
2003,217,UK,requested,co-chair a contact group on the EGTT’s programme of work and related issues,support
2003,237,EUROPEAN UNION,emphasized,the importance of historical data sets,support
2003,238,AUSTRALIA,said,Sue Barrell (Australia) and Philip Gwage (Uganda) would co-chair a contact group,other
2003,238,UGANDA,said,Sue Barrell (Australia) and Philip Gwage (Uganda) would co-chair a contact group,other
2003,240,CHILE,stressed,the need to call on national governments to provide financial resources to national meteorological authorities,support
2003,244,G-77/CHINA,said they would consult internally,consult internally,support
2003,263,FINLAND,said,Outi Berghäll (Finland) and Marcela Maim (Chile) would conduct informal consultations on draft SBSTA conclusions,other
2003,263,CHILE,said,Outi Berghäll (Finland) and Marcela Maim (Chile) would conduct informal consultations on draft SBSTA conclusions,other
2003,265,EUROPEAN UNION,said,a workshop co-organized by the CCD and CBD on identifying and promoting synergies through forest and forest ecosystems would be held in March 2004,other
2003,271,CANADA,expressed hope,progress would be made in the future,support
2003,286,UK,outlined,the background and outcomes of the third expert meeting,other
2003,293,BULGARIA,was chaired by,SBI,other
2003,300,EUROPEAN UNION,emphasized,the need to discuss the implementation of decision 5/CP,support
2003,300,USA,emphasized,the need to discuss the implementation of decision 5/CP,support
2003,301,G-77/CHINA,proposed,the agenda sub-item not be restricted to decision 5/CP,support
2003,301,CHINA,proposed,the agenda sub-item not be restricted to decision 5/CP,support
2003,310,USA,suggested,non-Annex I national communications should be submitted no more than four years after the submission of their initial communications,support
2003,315,G-77/CHINA,noted,the preparation of national communications is a continuous process,other
2003,318,EUROPEAN UNION,proposed,text that national communications assist the COP to review the UNFCCC’s implementation,support
2003,320,G-77/CHINA,suggested,frequency of submissions of national communications shall be dependent on the availability of funding,support
2003,321,EUROPEAN UNION,Available,The EU,other
2003,322,CHINA,underlined that it would not discuss the issue of frequency of submissions,the issue of frequency of submissions,support
2003,323,USA,The,US,other
2003,341,CHINA,urged the establishment of,a procedure for the replenishment of the SCCF,support
2003,344,COLOMBIA,Available,Colombia,other
2003,345,G-77/CHINA,underscored,addressing sources of finance and mechanisms for dispersal,support
2003,346,FEDERATED STATES OF MICRONESIA,stressed,the need for expedited access,support
2003,348,NIGERIA,Available,Nigeria,other
2003,349,EUROPEAN UNION,Available,The EU,other
2003,351,G-77/CHINA,said that the SCCF should be financed from new and additional funds,the SCCF should be financed from new and additional funds,support
2003,352,G-77/CHINA,Available,The G-77/China,other
2003,356,G-77/CHINA,expressed concerns that the draft decision had not incorporated elements regarding the predictability and the new and additional nature of the funding,the draft decision had not incorporated elements regarding the predictability and the new and additional nature of the funding,opposition
2003,359,EUROPEAN UNION,Opposing,a proposal by the EU to include references to the Millennium Development Goals (MDGs),opposition
2003,360,CANADA,proposal to use non-Annex I national communications as the basis for defining adaptation and technology transfer priorities,use non-Annex I national communications as the basis for defining adaptation and technology transfer priorities,support
2003,362,EUROPEAN UNION,Available,The EU,other
2003,363,G-77/CHINA,proposed,alternative text regarding the prioritization of,support
2003,363,CHINA,proposed,alternative text regarding the prioritization of,support
2003,366,G-77/CHINA,Available,The G-77/China,other
2003,375,TANZANIA,Available,Tanzania,other
2003,376,CHINA,urged,accelerated funding for second national communications,support
2003,376,BRAZIL,urged,accelerated funding for second national communications,support
2003,382,COLOMBIA,requested,conduct informal consultations with the relevant contact group chairs,support
2003,393,G-77/CHINA,Available,The G-77/China,other
2003,404,COP,decides to,complete the first comprehensive review of the implementation of the framework for capacity building in developing countries by COP-10,support
2003,404,COP,decides to,conduct further comprehensive reviews every five years thereafter,support
2003,404,COP,decides to,request the Secretariat to prepare a technical paper on the range and effectiveness of capacity-building activities in developing countries for consideration by SBI-20,support
