year,paragraph_id,actor,predicate,negotiation_point,predicate_type
2002,302,EUROPEAN UNION,reaffirmed their objection to,Canada’s original proposal on accounting for cleaner energy exports,opposition
2002,303,EUROPEAN UNION,said that only generic issues relating to trade in cleaner energy should be discussed,generic issues relating to trade in cleaner energy,support
2002,310,SAUDI ARABIA,argued for a draft decision requesting the Secretariat to analyze the adverse effects of P&Ms on developing countries,a draft decision requesting the Secretariat to analyze the adverse effects of P&Ms on developing countries,support
2002,324,CANADA,Available,,other
2002,325,INDIA,emphasized strengthening the reporting process for Annex I Parties,strengthening the reporting process for Annex I Parties,support
2002,339,LDCs,highlighted their difficulties in developing national communications and called on the SBSTA to address financial support,financial support,support
2002,346,G-77/CHINA,accepted,the text,support
2002,349,CANADA,stressed,normal UN procedures by which documents are seen before they are adopted,support
2002,352,AUSTRALIA,proposed,amendments,support
2002,352,JAPAN,proposed,amendments,support
2002,360,EUROPEAN UNION,called for the initiation of a process for the voluntary review of national communications,voluntary review of national communications,support
2002,362,JAPAN,Following a query from,funding for CGE meetings,other
2002,380,NORWAY,Available,,other
2002,408,BHUTAN,facilitated,informal consultations,other
2002,410,G-77/CHINA,expressed concern that the COP-7 decision on capacity-building had not been implemented by the GEF,COP-7 decision on capacity-building,opposition
2002,415,BULGARIA,facilitated,informal consultations,other
2002,418,G-77/CHINA,expressed concern about,the lack of financial support for implementation of the decision,opposition
2002,420,CANADA,expressed interest in supporting,the workshops,support
2002,426,BANGLADESH,highlighted,a workshop held in Dhaka that aimed to develop NAPAs,other
2002,430,COP,decides to postpone the revision of NAPA guidelines,revision of NAPA guidelines,support
2002,430,COP,invites the LDCs to use the annotations to the NAPA guidelines prepared by the LEG,use of annotations to the NAPA guidelines prepared by the LEG,support
2002,430,COP,decides to review the NAPA guidelines at COP-9,review of the NAPA guidelines at COP-9,support
2002,439,ITALIA,offered to host COP-9 in the absence of an offer from the Eastern European regional group,hosting COP-9,support
2002,441,SBI,adopted conclusions,FCCC/SBI/2002/L.,support
2002,444,USA,stressed the need to ensure that its contributions were used to support,the UNFCCC process,support
2002,445,SBI,adopted conclusions,FCCC/SBI/2002/L.,support
2002,447,CANADA,Available,,other
2002,448,USA,supported participation through new approaches,participation through new approaches,support
2002,450,EUROPEAN UNION,did not agree with,the conclusions,opposition
2002,451,COP,referred,this matter,other
2002,452,SWITZERLAND,supported,a text proposed by Canada urging Parties to ensure early payment of contributions,support
2002,452,BULGARIA,supported,a text proposed by Canada urging Parties to ensure early payment of contributions,support
2002,452,CANADA,proposed,a text urging Parties to ensure early payment of contributions,support
2002,453,CANADA,requested the Secretariat to provide its budget requirements,activities relating to implementation of the Marrakesh Accords,support
2002,457,CROATIA,proposal by,LULUCF,support
2002,459,CROATIA,request,its base year for emissions calculations,support
2002,461,CROATIA,proposal on,LULUCF,support
2002,462,CROATIA,conclusions on Croatia’s base year emissions,Croatia’s base year emissions,other
2002,472,ICELAND,proposal,this issue,support
2002,476,INDIA,inaugurated,the high-level segment,other
2002,482,INDIA,noted,India’s commitment to combating global climate change,other
2002,485,Obasi,called on Parties to continue supporting,the systematic observation of the atmosphere and other activities to reduce scientific uncertainties,support
2002,490,OPEC,reminded delegates of the need to minimize the adverse effects of policies and measures to address climate change,minimizing the adverse effects of policies and measures to address climate change,support
2002,490,OPEC,said that adequate provision should be made for the transfer of technology to developing countries,adequate provision for the transfer of technology to developing countries,support
2002,495,INDIA,called for,an efficient and transparent policy framework,support
2002,497,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),noted the vulnerability of indigenous peoples and their important role in the protection of natural resources and called for support for their participation in the UNFCCC process,support for their participation in the UNFCCC process,support
2002,501,INDIA,highlights,several concerns faced by India’s youth,other
2002,505,AOSIS,noted,small island developing States are among those hardest hit by climate change,other
2002,506,FINLAND,stressed,the EU’s efforts to achieve tangible results and show demonstrable progress by 2005,support
2002,506,EUROPEAN UNION,to achieve tangible results and show demonstrable progress by 2005,efforts,other
2002,508,EUROPEAN UNION,called for,a common dialogue,support
2002,509,AOSIS,called for an imme,an imme,support
2002,511,REPUBLIC OF IRELAND,proposed discussion on,a fair and equitable distribution of emission targets,support
2002,514,POLAND,said,adaptation and funding for climate change must go hand-in-hand with mitigation and long-term strategies,support
2002,515,AOSIS,Available,,other
2002,517,THAILAND,Available,,other
2002,518,EUROPEAN UNION,underscored the need for dialogue,dialogue,support
2002,519,UGANDA,Available,,other
2002,520,NEPAL,underscored the need for further research to mitigate the effects of climate change,further research to mitigate the effects of climate change,support
2002,521,ETHIOPIA,said,economic development is crucial for adapting to climate change,other
2002,522,IRAN,stressed minimizing losses due to adverse effects and impacts of response measures on developing countries with economies dependent on fossil fuels,minimizing losses due to adverse effects and impacts of response measures on developing countries with economies dependent on fossil fuels,support
2002,523,FINLAND,pledged support to,the LDC Fund,support
2002,523,DENMARK,pledged support to,the LDC Fund,support
2002,524,KENYA,appealed for,a special fund for developing countries other than LDCs,support
2002,524,UGANDA,appealed for,a special fund for developing countries other than LDCs,support
2002,526,URUGUAY,said,the lack of institutional and legal capacity was a barrier to CDM implementation,other
2002,528,SOUTH KOREA,Available,,other
2002,530,UGANDA,said the Declaration should call for the ratification of the Protocol,ratification of the Protocol,support
2002,531,SWITZERLAND,supported,reference to a forward-looking approach,support
2002,532,AUSTRALIA,said it should put into place a process for future global emissions reduction arrangements,a process for future global emissions reduction arrangements,support
2002,533,SOUTH KOREA,supported,a Declaration that considers the human dimension to climate change,support
2002,536,UGANDA,recalled the Millennium Development Goals and said climate change “cripples” developing country economies,climate change,other
2002,538,NAMIBIA,announced its ratification of the Protocol,Protocol,support
2002,539,GREECE,Available,,other
2002,540,GERMANY,said,the EU would build a coalition of like-minded countries willing to commit themselves to timetables and targets for increasing renewable energy use,other
2002,540,EUROPEAN UNION,would build a coalition of like-minded countries willing to commit themselves to timetables and targets for increasing renewable energy use,timetables and targets for increasing renewable energy use,support
2002,544,KIRIBATI,underscored the need for development projects to incorporate climate change considerations,development projects to incorporate climate change considerations,support
2002,545,ISRAEL,said that it was devel- oping,a greenhouse gas emissions reduction policy,support
2002,548,BANGLADESH,supported,a multilateral CDM programme for LDCs,support
2002,549,USA,said that its climate approach is grounded in sound economic policy,climate approach grounded in sound economic policy,support
2002,549,USA,noted its commitment to reduce the greenhouse gas intensity of its economy by 18% over ten years,reduce the greenhouse gas intensity of its economy by 18% over ten years,support
2002,550,USA,claimed that economic growth is the key to environmental progress,economic growth is the key to environmental progress,support
2002,551,GERMANY,responded by calling for,"""absolute"" emissions reductions",support
2002,553,SWEDEN,Available,,other
2002,557,CANADA,said it should consider,Available,support
2002,559,SAUDI ARABIA,said that the Declaration should be a consensus document prioritizing adaptation to climate impacts and impacts of Annex I response measures,a consensus document prioritizing adaptation to climate impacts and impacts of Annex I response measures,support
2002,561,VENEZUELA,called on the COP to address,compliance under the UNFCCC and the Marrakesh Accords,support
2002,563,EUROPEAN UNION,underscored that mitigation has proven to be a powerful force for technological change and economic development,mitigation,support
